adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,genres,cast,director,keywords
False,/kJaRWmy1BGq3pHyE94LOTteiHer.jpg,"[28, 9648, 53]",2501,The Bourne Identity,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?",16.9633,/aP8swke3gmowbkfZ6lmNidu0y9p.jpg,2002-06-14,False,False,7.48,10153,,,,
False,/dF6FjTZzRTENfB4R17HDN20jLT2.jpg,"[12, 878, 53]",135397,Jurassic World,en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",16.1893,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg,2015-06-06,False,False,6.702,21655,,,,
False,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,"[18, 10752]",600,Full Metal Jacket,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,14.5657,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,1987-06-26,False,False,8.117,11526,,,,
False,,"[53, 18]",1534078,Fingertips,en,Fingertips,"Albert, a small-town teenager, hides a serial killer alter ego— FINGERTIPS. When he comes face-to-face with his most personal victim.",18.7028,/rAWDjvH0KsQOIeaHKABMzTOlIaV.jpg,2025-12-26,False,False,9.0,1,,,,
False,/gqGQ0zADV5FIcgMWtWX8FcGQjFp.jpg,"[27, 9648, 878]",1116201,Iron Lung,en,Iron Lung,"In a post-apocalyptic future where an event known as ""The Quiet Rapture"" caused all known stars and habitable planets in the universe to disappear, a convict is sent to search an ocean of blood discovered on a desolate moon, using a small submarine nicknamed the ""Iron Lung"".",14.8111,/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,2026-01-30,False,False,6.969,311,,,,
False,/aBreBIrkKjg603psiol2g1Bq9fi.jpg,"[18, 80, 53]",1719592,Exit Road,en,Exit Road,"Fresh out of prison, Dane believes he has left his addiction and the demons of his past behind. But on his first day of freedom, mounting debts, fractured relationships, and the relentless pull of old habits force him into a desperate fight for survival. Exit Road is a tense and emotionally raw portrait of a man teetering between redemption and self-destruction.",13.7808,/p2tht8mErEDSrDPSY5md6QR30ew.jpg,2015-01-01,False,False,0.0,0,,,,
False,/xBgrEmQXqk5n21cS5ktU4SeL0Gs.jpg,"[35, 878]",1704915,InfiniMart,it,Supermercati Infiniti,"If you are tired of shopping within the bounds of the boring and ordinary three dimensions, you can count on Corrado, our experienced and definitely not mentally deranged salesman, to guide you through our endless aisles.",15.9557,/mCZYCpiq8HWm7uynrXvAtiY9Ctl.jpg,2022-11-18,False,False,10.0,1,,,,
False,/rz3TAyd5kmiJmozp3GUbYeB5Kep.jpg,"[12, 35, 14, 28]",353486,Jumanji: Welcome to the Jungle,en,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",15.9245,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,2017-12-09,False,False,6.82,14564,,,,
False,/7bWxAsNPv9CXHOhZbJVlj2KxgfP.jpg,"[27, 53]",713704,Evil Dead Rise,en,Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",13.7859,/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg,2023-04-12,False,False,6.9,3733,,,,
False,/cT9ZfwoPDk8JbgkessmQgxAWiaM.jpg,"[28, 878, 53]",1071585,M3GAN 2.0,en,M3GAN 2.0,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",14.5512,/oekamLQrwlJjRNmfaBE4llIvkir.jpg,2025-06-25,False,False,7.195,1380,,,,
False,/jXDselREPq8TOVGM4dzBBUM7xVk.jpg,"[28, 878, 12]",399579,Alita: Battle Angel,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",15.9697,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,False,False,7.261,10100,,,,
False,/nazre7z7MoUwAqimnrSlMlfLR5t.jpg,"[18, 80, 53]",22803,Law Abiding Citizen,en,Law Abiding Citizen,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,15.3657,/fcEXcip7v0O1ndV4VUdFqJSqbOg.jpg,2009-10-15,False,False,7.395,5706,,,,
False,/8BTsTfln4jlQrLXUBquXJ0ASQy9.jpg,"[12, 28, 878]",140607,Star Wars: The Force Awakens,en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",16.1712,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,2015-12-15,False,False,7.247,20619,,,,
False,/8AAuJtCzaibYkbE0QVHc8EBsELB.jpg,"[14, 28, 12, 16, 10751]",82702,How to Train Your Dragon 2,en,How to Train Your Dragon 2,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",14.0693,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,2014-06-05,False,False,7.684,10494,,,,
False,/d72ROyJqXQtw2OupW0l15eicRAF.jpg,"[27, 12, 28]",7131,Van Helsing,en,Van Helsing,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,16.0741,/gsFun8nATm52aGHeT8ueAel98nE.jpg,2004-05-03,False,False,6.42,6705,,,,
False,/hBwDYiOPwXHuwiYGP82ekFNSeBr.jpg,"[12, 14, 10749]",50619,The Twilight Saga: Breaking Dawn - Part 1,en,The Twilight Saga: Breaking Dawn - Part 1,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,16.5278,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,2011-11-16,False,False,6.188,9295,,,,
False,/m2QvGozzKz5ux74gKocn4kFTGz1.jpg,"[18, 10749]",796,Cruel Intentions,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",15.0097,/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg,1999-03-05,False,False,6.819,3611,,,,
False,/2qPX5aPduEvlQIJBhniYyykTp5W.jpg,[18],210203,The Favourite Game,en,The Favourite Game,"As a kid, Leo thought he possessed, like a magician, the secret power to make things happen. As a young man, he certainly knows how to make things happen with women. But as his best friend Krantz would say to him, ""Why do you always ask questions you already know answers to?"" Leo believes firmly in what he invents from one day to the next. Images, impressions, stories fill his head. That's just how he is: life, for Leo, is just a game. Behind this childlike attitude, hides the very essence of his own life's quest.",15.856,/417bYgeqOWmj53zau5LL7cdVNvA.jpg,2003-02-28,False,False,4.375,8,,,,
False,,"[18, 53]",1463621,Welts,en,Welts,A group of troubled youths plot to murder the sadistic bully who has been ruining their lives.,13.4232,,2029-11-16,False,False,0.0,0,,,,
False,/rtD11mLsqwMAoBj3y9Kaze5Cfjs.jpg,[27],18334,Guinea Pig: Devil's Experiment,ja,ギニーピッグ 悪魔の実験,Masked thugs torture an innocent woman in increasingly brutal ways.,16.4893,/gyloAdASwFB0Ksm9Ky9xHLYsgZk.jpg,1985-09-04,False,False,4.792,161,,,,
False,/ulpvc9nYP9lzi8FwhGrVBw66mOa.jpg,"[18, 27, 878]",1701671,Intrigued,en,Intrigued,A doctor and a run-down detective come together to stop and capture the one who causes trauma,14.5433,/9ecKadrOlPMdOVxORTwzNJfHrdp.jpg,2027-10-29,False,False,0.0,0,,,,
False,/xlDUjb0Q5Dv6jPQRF5VE4IMjIy.jpg,"[18, 80]",311,Once Upon a Time in America,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",15.5601,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,False,False,8.379,6080,,,,
False,,"[18, 14]",1716988,Helios,kk,Helios,"In a city where the sun never shines, a young skeptic helps his scientist uncle conduct an experiment that could give his people hope.",13.9373,/AmVHcRcjbn6PB5V6Fq0AZUi3x9d.jpg,2025-09-25,False,False,10.0,1,,,,
False,/cHvwgJPaT59H1HiQsvBrGD5I46g.jpg,"[28, 18, 878]",124905,Godzilla,en,Godzilla,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",15.1448,/tphkjmQq8WebuVwNXelmjLUXuPJ.jpg,2014-05-14,False,False,6.363,9839,,,,
False,,"[18, 35, 53]",1716394,Дублер,uk,Дублер,,13.3246,/69sqJaSgrTI6fxpSes8nzLO1pI9.jpg,2026-06-05,False,False,10.0,1,,,,
False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"[28, 35, 12]",383498,Deadpool 2,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,14.3548,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-15,False,False,7.491,19317,,,,
False,/yBDvgpyynDsbMyK21FoQu1c2wYR.jpg,"[9648, 80, 53]",870028,The Accountant²,en,The Accountant²,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",14.9344,/lUvfTcOZiK0sdcX0WNLPbMyKjGm.jpg,2025-04-23,False,False,7.092,1813,,,,
False,/gdi3p3erapQI1wjDPZJVIwETE6A.jpg,"[80, 28, 53]",1720020,Stickin' Together,en,Stickin' Together,"Samson, the teenage son of a drug addict, navigates the criminal underworld and tries to leave a gang after meeting the love of a young woman.",12.631,/yMGIYzCMecsJdvqI3HXyQbaiKRh.jpg,1992-05-07,False,False,0.0,0,,,,
False,/h31SOVlekuHXsMWVGxI8nPPfY82.jpg,"[18, 37]",335,Once Upon a Time in the West,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",15.2414,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,False,False,8.271,4932,,,,
False,/oguoQWtQJcqIkmmUNbe3CmLx6AP.jpg,"[12, 14, 18, 10749]",24021,The Twilight Saga: Eclipse,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",14.7029,/dK4Gi1UdMiHzHc7r7CZQG4IQ9Sr.jpg,2010-06-23,False,False,6.192,9275,,,,
False,/tyfO9jHgkhypUFizRVYD0bytPjP.jpg,"[10751, 14]",447273,Snow White,en,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.",14.6827,/oLxWocqheC8XbXbxqJ3x422j9PW.jpg,2025-03-19,False,False,4.296,1664,,,,
False,/j2PHw1Kw8KmpqINJ7AKGjpuoSvF.jpg,"[18, 99]",537971,Mia,es,Mia,"Mia recounts her most intimate confessions, uncensored, in her first approach to a totally new world of domination and submission.",14.7597,/nEmw1fZOQp2qFGdrak3ipCbe31G.jpg,2017-12-17,False,False,6.2,32,,,,
False,/1wi1hcbl6KYqARjdQ4qrBWZdiau.jpg,"[35, 28, 80]",1035259,The Naked Gun,en,The Naked Gun,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",15.4142,/rwla9vqzrKVVKVKiOuROTIXGsxj.jpg,2025-07-30,False,False,6.375,1790,,,,
False,/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,"[12, 28, 14]",1865,Pirates of the Caribbean: On Stranger Tides,en,Pirates of the Caribbean: On Stranger Tides,"When Jack crosses paths with a woman from his past, he's not sure if it's love...or if she's a ruthless con artist using him to find the fabled Fountain of Youth.",16.3013,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,2011-05-15,False,False,6.571,15022,,,,
False,/rmTmHO8M5I5fuKle42zUKxdqGee.jpg,[27],1717548,Division Zero,en,Division Zero,"The protagonists life is repetitive. Every day she gets orders from the broken telephone. Every day she checks in with one of 52 cards and every day she rams the shovel into the cold hard concrete. And she is being watched, every day.",15.5748,/1GtK6d0QHMiQSj82gA6MHJ69X0L.jpg,2026-05-30,False,False,10.0,1,,,,
False,/j2MlEEpA3wgwQiJB6p1UHC50oiw.jpg,"[28, 12, 878]",49521,Man of Steel,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",14.7349,/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,2013-06-12,False,False,6.652,16292,,,,
False,/lMRX4cLx4hxYth3iQ96c0E1RHGB.jpg,"[28, 35]",11770,Shaolin Soccer,cn,少林足球,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,14.5604,/z6ZQqwoxWy9muIxwUP4K2zWw7BU.jpg,2001-07-05,False,False,7.171,2553,,,,
False,/1V0506KOUCyegcXmndaWjnGl4wF.jpg,"[35, 16]",88013,Poor Pierrot,fr,Pauvre Pierrot,"One night, Arlequin comes to see his lover Colombine. But then Pierrot knocks at the door and Colombine and Arlequin hide. Pierrot starts singing but Arlequin scares him and the poor man goes away.",13.722,/4zucpoTtsGv7jsadNHe6g9hDc32.jpg,1892-10-28,False,False,6.085,118,,,,
False,/efIhQiHcgAvHyq8nwSlfJNPpoaH.jpg,[27],1536233,The Summoning of Baby Blue,en,The Summoning of Baby Blue,A babysitting gig becomes a nightmare of urban legend when three teens summon Baby Blue. Survival depends on uncovering the past to escape a mother’s wrath from beyond the grave.,14.48,/fDyjVv5ryBYDiE1sN9mbBbZycBL.jpg,2025-10-15,False,False,5.103,29,,,,
False,/ff2ti5DkA9UYLzyqhQfI2kZqEuh.jpg,"[28, 53]",245891,John Wick,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,14.3144,/wXqWR7dHncNRbxoEGybEy7QTe9h.jpg,2014-10-16,False,False,7.459,20954,,,,
False,/dzqvWTl5Y1B9P5nEivZPP8Y0WpU.jpg,"[99, 10749, 18]",939099,swingers ZwingerZ,es,swingers ZwingerZ,,14.4501,/lemo5hfG4w7Sm9mKjiIGmJ3hkYB.jpg,2022-03-20,False,False,7.2,4,,,,
False,/6XjMwQTvnICBz6TguiDKkDVHvgS.jpg,"[27, 878, 53]",762441,A Quiet Place: Day One,en,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",14.2368,/hU42CRk14JuPEdqZG3AWmagiPAP.jpg,2024-06-26,False,False,6.644,3403,,,,
False,/yvPbncYhMu9FfTjDhq0N5lgnVkO.jpg,"[35, 10749, 18]",4951,10 Things I Hate About You,en,10 Things I Hate About You,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",16.2527,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,1999-03-30,False,False,7.594,8973,,,,
False,,"[37, 80, 9648, 53]",1718012,Sepulcro Caiado,pt,Sepulcro Caiado,,13.6134,,1998-06-20,False,False,0.0,0,,,,
False,/6YdPavb3U94Gaf7qvNY3O4FlcBl.jpg,"[878, 18, 12]",1721516,Singularity,en,Singularity,"When a quantum phenomenon begins to extinguish starlight and communications in the night sky, plunging Earth into darkness, an astrophysicist and his daughter embark on a desperate mission to an anomaly on the outskirts of the Solar System.",22.2245,/xLqLKSuXZZj8fIREGQ2uIBzv9So.jpg,2016-03-04,False,False,0.0,0,,,,
False,/jJJQ1PPXUEchqyZ9YyWzgSNU39Z.jpg,"[28, 80, 53]",581528,"The Gangster, the Cop, the Devil",ko,악인전,"After barely surviving a brutal attack by a sadistic serial killer, crime boss Jang Dong-su is left humiliated. Determined to catch the killer known as K, he forms an uneasy alliance with Jung Tae-seok, a relentless and incorruptible detective who often disrupts his illegal business. However, while Jang Dong-su wants K dead, Jung Tae-suk is determined to bring him to justice. With a deal in place—whoever finds K first will decide his fate—the hunt begins, blurring the lines between crime and law.",14.0905,/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg,2019-05-15,False,False,7.883,1503,,,,
False,/piXBj3FKEGNb6XCfAM7w5s4BI7O.jpg,"[18, 28, 10752]",616,The Last Samurai,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",14.7256,/a8jmJPs5eZBARmnuEEvZwbjwyz4.jpg,2003-12-05,False,False,7.607,7581,,,,
False,/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,"[53, 28, 878]",766507,Prey,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",14.3228,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,False,False,7.66,7781,,,,
False,/bf5TG9RODkPXmtJSgf8Iymof1wl.jpg,"[36, 18]",1214931,Nuremberg,en,Nuremberg,"In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.",15.8538,/xthXNYltOOm80vW5Kxjzxx5gvQ6.jpg,2025-11-06,False,False,7.587,1173,,,,
False,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,"[18, 10749]",76,Before Sunrise,en,Before Sunrise,"An unexpected meeting on a train leads two travelers to spend an evening wandering through Vienna. As the night unfolds, they share stories and conversations about life and love, exploring new ideas while a quiet intimacy grows between them, knowing it may be their only night together.",15.9873,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995-01-27,False,False,7.971,4727,,,,
False,,"[80, 18]",1282338,Guarda Mato,pt,Guarda Mato,,14.3827,,2027-12-09,False,False,0.0,0,,,,
False,/qvZ91FwMq6O47VViAr8vZNQz3WI.jpg,"[28, 18]",346,Seven Samurai,ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",13.6668,/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg,1954-04-26,False,False,8.448,4266,,,,
False,/2AI3pSt5sbAEav6isVDIeCuiZql.jpg,[18],46853,Playing with Love,it,Maladolescenza,"Laura and Fabrizio have been meeting every summer in the forest by her parent's summer home. Fabrizio is a solitary boy with only his dog for company; Laura a sweet but unconfident child. This summer new aspects enter into their story as both are growing up. Laura is falling in love with Fabrizio, while he displays a new sexual awareness of her masked by his malice. Things develop further when they meet Sylvia who, unlike the innocent Laura, is confident and assertive. Fabrizio develops a fascination with her, eventually bribing Laura to fetch her to the forest to join them in play.",14.4512,/nu5uj47KSF73VPEiIRYdPLJ96j7.jpg,1977-05-06,False,False,5.3,87,,,,
False,/zI1PxY361Yeys7qBvjoVjTcQOq.jpg,"[18, 53]",110143,Craving Desire,it,Graffiante desiderio,"Luigi, who is engaged to a rich bourgeois, Cinzia, meets his lovely cousin, Sonia, at the cremation of their grandmother. Six months later, Sonia moves in and enters his life, and gradually succeeds in seducing him. Sonia upsets his life. Now, Cinzia is jealous but he can not resist the seductress.",15.3888,/b79ozXY3NkPauD33xcdxm3s7yoA.jpg,1993-06-09,False,False,4.8,35,,,,
False,/zeCuk7kwfhzRZMN2KoYTYODgpU3.jpg,"[53, 18, 9648]",1381027,Good Boy,en,Good Boy,"Tommy, a volatile 19-year-old, revels in drugs, parties and violence. After getting separated from his friends on a drunken bender, he is abducted by a shadowy figure. He wakes to find himself imprisoned in the basement of a remote Yorkshire house, inhabited by a very strange family. But what unfolds is not what he could possibly expect.",15.7253,/eWb841fMkSNly5gfL9J1N0xzVYI.jpg,2026-03-06,False,False,7.109,133,,,,
False,/85PMh0cKywekAJYDnRXfezYAmEc.jpg,"[53, 28, 12, 878]",44833,Battleship,en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",14.6234,/9b0Im7SfedHiajTwzSL9zGyBI7M.jpg,2012-04-11,False,False,5.906,5997,,,,
False,/8eifdha9GQeZAkexgtD45546XKx.jpg,"[28, 53, 878]",822119,Captain America: Brave New World,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",14.1135,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,2025-02-12,False,False,5.964,3148,,,,
False,,"[99, 10751, 18]",1719266,"hi, Papa",en,"hi, Papa","A daughter revisits past ""hello's"" in order to learn how to say goodbye to her recently deceased father.",13.5809,/aZ1vRGmvJfMpj7q0xM4y1ESEt9e.jpg,2026-06-04,False,False,10.0,1,,,,
False,/ayDMYGUNVvXS76wQgFwTiUIDNb5.jpg,"[10752, 28, 36, 18, 53]",300671,13 Hours: The Secret Soldiers of Benghazi,en,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,15.0458,/fZlAxZMo6BId1SiqyjLmkd7oUB7.jpg,2016-01-14,False,False,7.273,3979,,,,
False,/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg,"[28, 35, 80]",573435,Bad Boys: Ride or Die,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",15.7871,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,False,False,7.323,3365,,,,
False,/7NUx7bQAD4lo9yMDbprvIblhWo2.jpg,[27],1363387,Saccharine,en,Saccharine,"After succumbing to an obscure weight-loss craze involving the eating of human ashes, lovelorn medical student Hana finds herself haunted by the ghost of the person she's eating.",14.6168,/wTlqMc4Jt8ZBtHh8CREblU3ajAB.jpg,2026-05-22,False,False,6.25,36,,,,
False,/8gBOpyW6iTDGZJR93YuF3L7dDuI.jpg,"[18, 10770]",441168,From Straight A's to XXX,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",16.7015,/kvcdaGcres9pGDwZfPN9jOKfZh.jpg,2017-02-11,False,False,5.8,162,,,,
False,/vsmlShNNHrYlERZaqMOsZ3YctoO.jpg,"[28, 53, 80]",1701,Con Air,en,Con Air,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",14.7246,/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,1997-06-05,False,False,6.78,4729,,,,
False,/qcHW7ZiQFKZc9vBJtAsvTdTJqpp.jpg,[878],1710418,METILNATOR I,es,METILNATOR 1,"After a serious accident, Metil dies, but his brother decides to turn him into a cyborg. Following a psychotic episode, Metilnator kills his brother and embarks on a quest for revenge against an unexpected figure.",15.2669,/1ZKAFLebj51KmqTsgxvCqnHeHxV.jpg,2026-06-18,False,False,10.0,1,,,,
False,/iwvP8XVpYVmJ3xfF9xdBi5uAOWl.jpg,"[80, 18, 53, 28]",75780,Jack Reacher,en,Jack Reacher,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",14.638,/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,2012-12-20,False,False,6.67,7686,,,,
False,/y5tad0a4yRbxYgOHGllEIEeCCKt.jpg,"[16, 10749, 14, 10751]",10198,The Princess and the Frog,en,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",15.1641,/yprv5PbnEksoVj2v6XEnDBg9joR.jpg,2009-12-08,False,False,7.226,6155,,,,
False,/hwwFyowfcbLRVmRBOkvnABBNIOs.jpg,"[12, 16, 35, 10751]",9487,A Bug's Life,en,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",15.7037,/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,1998-11-25,False,False,6.981,9774,,,,
