adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,genres,cast,director,keywords
False,/bdD39MpSVhKjxarTxLSfX6baoMP.jpg,"[10752, 18, 36]",857,Saving Private Ryan,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",36.7169,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998-07-24,False,False,8.229,17376,,,,
False,/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg,"[16, 35, 10751, 14]",585,"Monsters, Inc.",en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",35.8296,/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,2001-11-01,False,False,7.853,19899,,,,
False,/mQZJoIhTEkNhCYAqcHrQqhENLdu.jpg,"[10751, 16, 878, 12]",1184918,The Wild Robot,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",36.8122,/eG9lz41mJqsI4J6ubMtVqD26q2J.jpg,2024-09-12,False,False,8.313,6221,,,,
False,,"[35, 10751]",1498047,Abuela tremenda,es,Abuela tremenda,"Toñi, an eccentric grandmother, gets by between failed businesses and a carefree attitude. Her daughter Daniela, a stressed executive and single mom, wants to keep her away.",37.0838,/7rPJWJNmIPHSppjLMGqjzwpkOs6.jpg,2026-01-01,False,False,7.125,8,,,,
False,/cfDHxkco8RrslL0Vk2XPTwTVFCe.jpg,"[28, 53]",1472951,Infiltrate,en,Infiltrate,"In a city overrun by crime, government Agent Lily Chen is forced to choose between her duty and her family when her husband is kidnapped, and she’s blackmailed into assassinating high-level criminals to save him. As she delves deeper into the criminal underworld, Lily’s relentless pursuit of justice unravels a web of corruption, leading to a final, life-altering decision that will change her world forever.",34.0432,/8Cw8GF9wG63kF8pRRXwOx2kXGt.jpg,2026-04-10,False,False,5.7,20,,,,
False,/l1nekhf05HS5OpBr0vRqcD3NxoS.jpg,"[36, 80, 28, 14]",1103473,KD – The Devil,kn,ಕೆಡಿ - ದಿ ಡೆವಿಲ್,"In the early 1970s, a petty criminal Kaali unwittingly involves himself with underworld thugs, catalyzing events beyond his control.",25.6453,/nEuEMJrnLBneE9tJlmzbhCFLu95.jpg,2026-04-30,False,False,7.5,2,,,,
False,/6C3A8UH5oEoqFDq8L3qKv332t2n.jpg,"[35, 18]",36236,The Witches,it,Le streghe,"Five short stories loosely dealing with the roles of women in society. A superstar actress travels to a mountain resort, only to evoke jealousy from women and lust from men. A woman offers to take an injured man to the hospital. A widowed father and his son seek for a new wife/mother. A man seeks revenge for a woman's honor. A bored housewife tries to explain to her husband that he's not as romantic as he used to be.",70.6289,/7ptxCzOW7aqvXKTWV0fxwnZMH8M.jpg,1967-02-22,False,False,6.019,78,,,,
False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"[878, 28, 12]",19995,Avatar,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",35.8921,/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg,2009-12-16,False,False,7.608,34146,,,,
False,/7QirCB1o80NEFpQGlQRZerZbQEp.jpg,"[10749, 18]",1156594,Our Fault,es,Culpa nuestra,"Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?",35.7234,/yzqHt4m1SeY9FbPrfZ0C2Hi9x1s.jpg,2025-10-15,False,False,7.378,702,,,,
False,/hO2jx1H3XafR7Y8QbFgVH1sHTY9.jpg,"[27, 53, 35]",1198994,Send Help,en,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",32.8553,/zbJWVHOtj3ljBzWgL1P8pxP03Up.jpg,2026-01-22,False,False,7.044,1883,,,,
False,/gdC7Pau4KMCnFw5E7kiQt6ENls4.jpg,"[878, 80, 9648]",1712947,Memory Lapse,en,Memory Lapse,"Sterling must relive the traumatic event of his sister's murder with the help of his therapist, through a device that allows them to enter his mind. By repeatedly traversing his memories, Sterling discovers the shocking truth.",29.1259,/nlRdYOmYYRG0vFKsEQlGuG5fBAq.jpg,2026-06-06,False,False,10.0,1,,,,
False,/kMe4TKMDNXTKptQPAdOF0oZHq3V.jpg,"[12, 9648, 80]",497582,Enola Holmes,en,Enola Holmes,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",34.6385,/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,2020-09-22,False,False,7.223,6630,,,,
False,/osUG3UqNGOJKXIHM2QGNWyKRyCm.jpg,[27],1462591,Hot Line,es,Hot Line,"Malena, a woman who divides her life between two jobs: by night she's a dancer in a cabaret and by day she answers a ""Hot Line,"" an erotic telephone line. However, her routine turns into a nightmare when a serial killer begins calling her, recounting his crimes in chilling detail and announcing that she will be his next victim. This is a clear homage to the Italian Giallo.HoH",28.6219,/aKtKTCmHLoQc9JGr2TehyzL54Yq.jpg,2025-10-28,False,False,7.5,2,,,,
False,/o1PP9RIq2Lg5Q6wmzFbmDby6gb8.jpg,"[53, 18, 9648]",1711165,La Trace,id,La Trace,"In a city gripped by the terror of a serial killer, a woman named Luna is terrified after receiving news from a guard about the latest victim. Her fear is palpable, as she walks cautiously, feeling as if she's being constantly followed. Her anxiety deepens when a strange man begins following her.",28.605,/oc2VIEyxNrf0poWJTN3BpDDwvCo.jpg,2025-07-17,False,False,10.0,1,,,,
False,/mVr0UiqyltcfqxbAUcLl9zWL8ah.jpg,"[878, 18]",335984,Blade Runner 2049,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",30.0617,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,2017-10-04,False,False,7.596,15257,,,,
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 10751]",1022789,Inside Out 2,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",34.543,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,False,False,7.543,6760,,,,
False,/apfyLCPVFttB8oXcsLJ7q0NSFLx.jpg,"[53, 36, 10752]",1318413,Pressure,en,Pressure,"In the tense 72 hours before D-Day, and the fate of the free world hanging in the balance, General Dwight D. Eisenhower and Captain James Stagg face an impossible choice—launch the largest and most dangerous seaborne invasion in history or risk losing the war altogether.",31.9736,/gFjEggtrejCN79r6SXRjM269OtG.jpg,2026-05-25,False,False,7.552,116,,,,
False,/twsxsfao6ZOVvT8LfudH603MMi6.jpg,"[16, 35, 28, 878, 10751]",519182,Despicable Me 4,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",33.6606,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,False,False,6.982,3243,,,,
False,/pu9qQUWDfWdp50Cy6sz9Apd9K7P.jpg,"[16, 10751, 878, 10749, 35]",1718699,Not Alone,en,Not Alone,"While preparing for a revolutionary space launch, an introverted rocket mechanic and a brilliant astro-botanist spark an unexpected romance—only for three runaway aliens to crash-land in his home, looking for a ride back to the stars.",31.6592,/9HqA8Hxwd7KNs6ttYqRbXtYHLpv.jpg,2027-03-18,False,False,0.0,0,,,,
False,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,"[12, 14, 28]",121,The Lord of the Rings: The Two Towers,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",31.6558,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,False,False,8.421,24066,,,,
False,/hofnlIyF6bePkgQOpcuRWLvzf15.jpg,"[16, 10751, 14]",14836,Coraline,en,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",30.9741,/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,2009-02-05,False,False,7.918,9091,,,,
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,Top Gun: Maverick,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",36.0274,/n0YuM4f5lvGAP6MAW2kBIzugXnc.jpg,2022-05-21,False,False,8.158,11118,,,,
False,/xA6AM5MvEkieZKlv1Tn3sN23I7i.jpg,"[28, 18, 10749]",1630423,My Dearest Assassin,th,เลือดรักนักฆ่า,"Hunted for her rare blood type, a caged woman vows to fight alongside the assassin she loves to protect their future when an old enemy resurfaces.",31.9322,/ul4dQcA68mtSx8J56N5gEcaCCtP.jpg,2026-05-06,False,False,8.608,260,,,,
False,/tId87yE7JnQsQsqOpnGXjz9PoEe.jpg,"[18, 35, 27]",329505,Lola's Secret,it,Il peccato di Lola,A young man's dreams come true when the sexy new maid seduces him. But she has a secret that leads to trouble.,37.1199,/qaJ4iQngrLbyz9OgaQkJLppDN6m.jpg,1984-05-04,False,False,7.0,71,,,,
False,/sb76azrAXr9U13uEQxNP5e3fujY.jpg,"[28, 35, 53]",1390300,Over Your Dead Body,en,Over Your Dead Body,"A dysfunctional couple head to a remote cabin to ""reconnect"", but each has secret intentions to kill the other.",30.0638,/kZCauMzAt9eMAhLMopCqnFw1Q5k.jpg,2026-03-14,False,False,6.509,378,,,,
False,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,"[12, 14, 28]",22,Pirates of the Caribbean: The Curse of the Black Pearl,en,Pirates of the Caribbean: The Curse of the Black Pearl,"When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead.",31.3203,/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg,2003-07-09,False,False,7.828,22373,,,,
False,,[18],672515,Female Bank Teller: Rape Office,ja,女銀行員暴行オフィス,A solemn bank office is transformed after being assaulted by her sinister boss. The boss then turns to her younger sister...,35.8673,/zJ44tPUySDaQq4CStfaNp4b1uhc.jpg,1985-10-12,False,False,3.6,5,,,,
False,/zxi6WQPVc0uQAG5TtLsKvxYHApC.jpg,"[16, 28, 14, 12]",980477,Ne Zha 2,zh,哪吒之魔童闹海,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",34.0806,/cb5NyNrqiCNNoDkA8FfxHAtypdG.jpg,2025-01-29,False,False,8.147,739,,,,
False,/lkDYN0whyE82mcM20rwtwjbniKF.jpg,"[28, 18]",911430,F1,en,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,30.9054,/9PXZIUsSDh4alB80jheWX4fhZmy.jpg,2025-06-25,False,False,7.808,4193,,,,
False,/r0DpUree1AyCaBcRpf8CuH4Hlev.jpg,"[10749, 18]",432279,Melancoly Baby,fr,Melancoly Baby,"Olga is married to Laurent, who is devoted to his career and often leaves Olga at home alone when he travels away for work.  Whilst she is rich and wants for nothing, she is terribly bored with life.  When Laurent is working away she meets up with his colleague Pierre and through him meets Claude, who is unemployed and fed up of his situation.  Can Olga and Claude help each other to get their lives back on track?",33.4208,/uArNywm0DsF9pts3v8QXS9iZ5Yy.jpg,1979-08-29,False,False,6.333,3,,,,
False,/aqqoDJs8vYp2EZ74aQ1UMY0sjM7.jpg,"[18, 53]",235271,Addicted,en,Addicted,A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,31.4198,/fAERrD6vvmznDoL99wlgjhSfPcH.jpg,2014-10-10,False,False,5.91,451,,,,
False,/gwHVYWTYZIW6MM8EgFEiQEMWAAR.jpg,[35],61930,Bagnomaria,it,Bagnomaria,"In Pietrasanta all are excited for the annual party of summer end. Here we find four characters: Merigo, a naive guy passionate of bike; Pierre, son of the mayor; Simone, a pestiferous kid; Mario, lifeguard of ""Bagnomaria"".",19.8891,/7yxgsYHa1RCUYdnSyc73uazjgpT.jpg,1999-02-12,False,False,5.866,116,,,,
False,/xPNDRM50a58uvv1il2GVZrtWjkZ.jpg,"[28, 53, 12]",575265,Mission: Impossible - The Final Reckoning,en,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",30.9025,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,2025-05-17,False,False,7.172,2910,,,,
False,/br4Ra4dRpvR0R7a1zPPkOwGkcky.jpg,"[28, 80, 53]",1582770,Dhurandhar: The Revenge,hi,धुरंधर: द रिवेंज,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",23.8512,/ptTwQES14pr5c3aZvJg56YlYgb1.jpg,2026-03-18,False,False,7.333,126,,,,
False,/dzWGnIAjUafpmY57F6vnm44FwWB.jpg,"[18, 10751, 35]",1671548,Dear You,zh,给阿嬷的情书,"Xiaowei travels to Thailand to find his ""billionaire grandfather"" who is out of contact due to debt problems, but unexpectedly find the one who has been corresponding with his grandmother for years is not her husband.",30.5669,/rjmhzdVS3Ia535pFawju857e2Na.jpg,2026-04-30,False,False,9.208,36,,,,
False,/cK070s3Qdn1Ib7Gq8RgIyJKgvu3.jpg,"[18, 35]",77338,The Intouchables,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,34.0436,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,False,False,8.272,18517,,,,
False,/zcySy6dnSmyqiichtDgO7AEeZoq.jpg,"[28, 18, 53]",254128,San Andreas,en,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",26.8136,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,2015-05-27,False,False,6.246,9061,,,,
False,/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg,"[28, 12, 878]",602,Independence Day,en,Independence Day,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",33.9066,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,1996-07-02,False,False,6.916,10504,,,,
False,/nYs4ZwnJBK4AgljhvzwNz7fpr3E.jpg,"[16, 10751, 878]",10681,WALL·E,en,WALL·E,"After hundreds of years doing what he was built for, WALL•E— a robot designed to clean up the earth—discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",27.4882,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-26,False,False,8.115,20425,,,,
False,,"[28, 35, 18]",1715978,RedLine,su,Garis Merah,"""Ajoy"" a mechanic who has a high ego and prestige wants to get more money for fame and success, along with his friend ""Biluy"" who is also a mechanic. ""Ajoy"" began to plan and invite ""biluy"" to join him in illegal racing at night. On the other hand, the car they used in the illegal race was their customer's car which made the situation and atmosphere that night began to worry ""Biluy"". Until when they finished the race everything felt in vain, to the point where they had to run from the car owner's pursuit.",25.2462,/oIGLCOR3UbsIAXzwd7rgH6PyRAh.jpg,2026-06-16,False,False,9.0,3,,,,
False,/8ODNt5olCeIqBYTP3GgXEQYTfeX.jpg,"[27, 878, 53]",933260,The Substance,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",31.9737,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,2024-09-07,False,False,7.132,6126,,,,
False,/flxZrYmIxBZur2K8JBoFmtQdNEv.jpg,[18],526024,Boy Undone,es,Memorias de lo que no fue,"Two young men spend the night together after meeting the previous evening in a notorious gay club. The next day, however, the host wakes to find the boy he picked up bewildered and confused, unable remember his name or anything about his past. Lacking any type of identification or obvious clues, the boys begin to search for the truth among fragments of memories that may or may not prove reliable.",22.6708,/eOBsUuK4qoW4S8Qm5hNZpno9mVi.jpg,2017-05-31,False,False,4.8,20,,,,
False,/xuesjsDedl4jrdKcFeDmtjP6ZXo.jpg,"[16, 35, 14, 12, 10751]",1117898,The Cat in the Hat,en,The Cat in the Hat,"Doing what he does best, the Cat spreads joy to kids in his hilarious, signature, and singularly irreverent way, transporting them and audiences on a fantastical journey through a world they've never seen before. Our hero takes on his toughest assignment yet for the I.I.I.I. (Institute for the Institution of Imagination and Inspiration, LLC) to cheer up Gabby and Sebastian, a pair of siblings struggling to move to a new town. Known for taking things too far, this could be this agent of chaos' last chance to prove himself...or lose his magical hat!",20.4632,/mWN6knIVJ2o7eGwSm7mOgSCwNUc.jpg,2026-11-05,False,False,0.0,0,,,,
False,/efIliFJKKKALLO31pxLq3WqguC7.jpg,"[18, 27, 9648]",1219739,Heresy,nl,Witte Wieven,"In a medieval Dutch village, a young woman is caught between her faith, fanatic townsfolk and the dark forces lurking in the woods.",27.0398,/gGStwXLjGe9WaodCCgeVwkDDwS3.jpg,2024-01-25,False,False,6.1,29,,,,
False,/498rpReyhXmgnaOEciluBmbBVHr.jpg,[],1137129,Pedro Had a Horse,pt,O Cavalo de Pedro,"While Pedro Américo denies having fabricated fake news, Paulo Setubal reveals the Emperor’s innermost secrets.",27.0533,/kCyMKMFxFQX3X6yFiUj67O50XLy.jpg,2023-11-10,False,False,8.5,2,,,,
False,/ngeLiXGqudOwA8jCbbFIHWO7eo3.jpg,"[28, 878]",1716258,Strong-Thing,en,Strong-Thing,A mythic narrative inspired by the common threads of Arnold Schwarzenegger's filmography and biographical trajectory.,27.4883,/5ptTUgUrda35kMrRkMibfm30FmU.jpg,2014-07-25,False,False,10.0,1,,,,
False,/9xfDWXAUbFXQK585JvByT5pEAhe.jpg,"[16, 28, 12, 878]",569094,Spider-Man: Across the Spider-Verse,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",29.9038,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,False,False,8.338,8736,,,,
False,/diKBJ2kJHHfm4nmHTHhprBgfHIF.jpg,"[28, 80, 53, 37]",1601243,Oscar Shaw,en,Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",28.5348,/tsE3nySukwrfUjouz8vzvKTcXNC.jpg,2026-01-09,False,False,6.8,33,,,,
False,/o3i6AfTcWAuNvzAUV3q5lOmi6Gx.jpg,"[16, 10751, 12, 18, 35]",150540,Inside Out,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",36.5867,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,False,False,7.908,23565,,,,
False,/b6HWTOxn1xevvyHU2K9ICvaRU6g.jpg,"[14, 18, 80]",497,The Green Mile,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",30.6374,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999-12-10,False,False,8.506,19391,,,,
False,,[35],350568,Le chemin de Damas,fr,Le chemin de Damas,,17.3117,/pA6DKB6JY8EzkO2yNm2wKXoK69A.jpg,1988-01-01,False,False,4.25,2,,,,
False,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,"[80, 9648, 53]",807,Se7en,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",29.1842,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,1995-09-22,False,False,8.382,23256,,,,
False,/1N5yz1IDw6Ci8le1YgeM6xtBijA.jpg,"[10749, 35]",1358005,Office Romance,en,Office Romance,"Jackie, President and CEO of Air Cruz, runs a tight ship in her business, including a rigid anti-fraternization policy for all her employees. When a new sexy lawyer begins working for her, that policy becomes very tested.",25.3322,/1HRUTqEVDmJC4L6tp6zd85MI6uH.jpg,2026-06-04,False,False,6.439,279,,,,
False,,"[10749, 35]",189270,Interrupted Lovers,en,Interrupted Lovers,"“The watchful father disturbs a dream of bliss, and the bucolic lover is taught a lesson. He made a great hit.” (Edison film catalog)",28.8184,/8yboPElkVBehP06KL4ggSBkCYbi.jpg,1896-01-01,False,False,4.306,18,,,,
False,/mMtUybQ6hL24FXo0F3Z4j2KG7kZ.jpg,"[16, 10749, 18]",372058,Your Name.,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",28.3907,/q719jXXEzOoYaps6babgKnONONX.jpg,2016-07-01,False,False,8.481,12662,,,,
False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"[16, 28, 12, 878]",324857,Spider-Man: Into the Spider-Verse,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",28.221,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,False,False,8.392,17359,,,,
False,/jhk6D8pim3yaByu1801kMoxXFaX.jpg,"[28, 18, 12]",98,Gladiator,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",29.6728,/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,2000-05-04,False,False,8.227,21026,,,,
False,/7jaNOECZG8uS1tlq69HsY5xY8P9.jpg,"[28, 10752, 36]",855,Black Hawk Down,en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",27.9487,/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,2001-12-28,False,False,7.394,6405,,,,
False,/v0NEB75SZjxY8GS3ho8WeEvjIT3.jpg,"[9648, 18, 27]",680493,Return to Silent Hill,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",29.3569,/mdw7bSnE11WpwWf3ViXtnavuqiT.jpg,2026-01-21,False,False,5.38,694,,,,
False,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,"[12, 16, 35, 10751, 14]",1241982,Moana 2,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",28.7174,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,2024-11-21,False,False,7.004,3119,,,,
False,/A5Tz6ogGt4VV8NESG9oWVct5bo1.jpg,"[27, 53]",1212763,Evil Dead Burn,en,Evil Dead Burn,"After the loss of her husband, a woman seeks solace with her in-laws. As one by one they transform into deadites, she comes to discover that the vows she took in life - survive even in death.",29.2001,/ztadKzIIR0ERYqpHteaPFtk7inP.jpg,2026-07-07,False,False,8.0,2,,,,
False,/b4WXm5ahmtubYXy3wqHUG2nUKoM.jpg,"[28, 53]",1122030,Alpha,hi,ऐल्फा,"When Sita, a highly trained assassin raised in isolation as a super-soldier by a rogue commander, discovers the dark truth about her family and her stolen childhood, she teams up with her long lost sister to take down her creator and his illicit military program.",33.8476,/fQRbBCbqortBDx3PixdpU50oVDj.jpg,2026-07-02,False,False,6.0,3,,,,
False,/mjwXj9EvxCGSeMXt1horgv1SNB4.jpg,"[18, 37]",1469164,Casa Grande,en,Casa Grande,"A prodigal daughter rejoins her family at their farm during a difficult time, as her ailing father faces both a terminal diagnosis and mounting pressure from competitors. Old wounds resurface as they grapple with what lies ahead.",28.5347,/mE9E4nsGM91Cf4b1s6nOOdUAE9P.jpg,2026-05-01,False,False,7.7,3,,,,
False,/cz4vLJrmaV1zJlRYbxqtvLzeLWB.jpg,"[28, 35, 80, 9648]",1168190,The Wrecking Crew,en,The Wrecking Crew,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",27.8815,/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,2026-01-28,False,False,7.042,1111,,,,
